word,log_odds,z_score,count_site1,count_site2,count_total,is_significant
megalomania,3.0484,0.9418,2,0,2,False
poroshenko,3.0484,0.9418,2,0,2,False
chitate,3.0484,0.9418,2,0,2,False
suck,3.0484,0.9418,2,0,2,False
bloomberg,3.0484,0.9418,2,0,2,False
depravity,3.0484,0.9418,2,0,2,False
screw,3.0484,0.9418,2,0,2,False
tolerance,3.0484,0.9418,2,0,2,False
renato,3.0484,0.9418,2,0,2,False
delivery,3.0484,0.9418,2,0,2,False
telegrams,3.0484,0.9418,2,0,2,False
backyard,3.0484,0.9418,2,0,2,False
kellog,3.0484,0.9418,2,0,2,False
preference,3.0484,0.9418,2,0,2,False
mcronczyk,3.0484,0.9418,2,0,2,False
kupansk,3.0484,0.9418,2,0,2,False
rapporteur,3.0484,0.9418,2,0,2,False
duke,3.0484,0.9418,2,0,2,False
impasse,3.0484,0.9418,2,0,2,False
rifle,3.0484,0.9418,2,0,2,False
nba,3.0484,0.9418,2,0,2,False
stair,3.0484,0.9418,2,0,2,False
marriage,3.0484,0.9418,2,0,2,False
forthcoming,3.0484,0.9418,2,0,2,False
gynaecologist,3.0484,0.9418,2,0,2,False
silhouarie,3.0484,0.9418,2,0,2,False
bure,3.0484,0.9418,2,0,2,False
koz,3.0484,0.9418,2,0,2,False
hohol,3.0484,0.9418,2,0,2,False
unrest,3.0484,0.9418,2,0,2,False
piano,3.0484,0.9418,2,0,2,False
grigorov,3.0484,0.9418,2,0,2,False
inexperienced,3.0484,0.9418,2,0,2,False
rusça,3.0484,0.9418,2,0,2,False
sanitizer,3.0484,0.9418,2,0,2,False
canon,3.0484,0.9418,2,0,2,False
vasil,3.0484,0.9418,2,0,2,False
perfection,3.0484,0.9418,2,0,2,False
uzušnikov,3.0484,0.9418,2,0,2,False
gold,3.0484,0.9418,2,0,2,False
tamerlan,3.0484,0.9418,2,0,2,False
overpower,3.0484,0.9418,2,0,2,False
neck,3.0484,0.9418,2,0,2,False
torpedo,3.0484,0.9418,2,0,2,False
islam,3.0484,0.9418,2,0,2,False
cairobec,3.0484,0.9418,2,0,2,False
marks,3.0484,0.9418,2,0,2,False
sluchete,3.0484,0.9418,2,0,2,False
medinaski,3.0484,0.9418,2,0,2,False
taking,3.0484,0.9418,2,0,2,False
thrust,3.0484,0.9418,2,0,2,False
inheritance,3.0484,0.9418,2,0,2,False
anatolia,3.0484,0.9418,2,0,2,False
cotlin,3.0484,0.9418,2,0,2,False
helmet,3.0484,0.9418,2,0,2,False
insane,3.0484,0.9418,2,0,2,False
dissatisfaction,3.0484,0.9418,2,0,2,False
powell,3.0484,0.9418,2,0,2,False
zaharov,3.0484,0.9418,2,0,2,False
fraudster,3.0484,0.9418,2,0,2,False
atmosphere,3.0484,0.9418,2,0,2,False
violinist,3.0484,0.9418,2,0,2,False
judanov,3.0484,0.9418,2,0,2,False
sovbeza,3.0484,0.9418,2,0,2,False
forgot,3.0484,0.9418,2,0,2,False
useless,3.0484,0.9418,2,0,2,False
merkel,3.0484,0.9418,2,0,2,False
rewrite,3.0484,0.9418,2,0,2,False
doubter,3.0484,0.9418,2,0,2,False
coc,3.0484,0.9418,2,0,2,False
wardrobe,3.0484,0.9418,2,0,2,False
widow,3.0484,0.9418,2,0,2,False
josepa,3.0484,0.9418,2,0,2,False
relief,3.0484,0.9418,2,0,2,False
souchete,3.0484,0.9418,2,0,2,False
gadina,3.0484,0.9418,2,0,2,False
lyashko,3.0484,0.9418,2,0,2,False
hands,3.0484,0.9418,2,0,2,False
kremenchug,3.0484,0.9418,2,0,2,False
unsub,3.0484,0.9418,2,0,2,False
fundamentalist,3.0484,0.9418,2,0,2,False
unfortunate,3.0484,0.9418,2,0,2,False
swap,3.0484,0.9418,2,0,2,False
annalene,3.0484,0.9418,2,0,2,False
pyhalova,3.0484,0.9418,2,0,2,False
rope,3.0484,0.9418,2,0,2,False
unnecessary,3.0484,0.9418,2,0,2,False
starter,3.0484,0.9418,2,0,2,False
biker,3.0484,0.9418,2,0,2,False
trolling,3.0484,0.9418,2,0,2,False
csb,3.0484,0.9418,2,0,2,False
beg,3.0484,0.9418,2,0,2,False
super,3.0484,0.9418,2,0,2,False
stenergaard,3.0484,0.9418,2,0,2,False
maksim,3.0484,0.9418,2,0,2,False
bitch,3.0484,0.9418,2,0,2,False
decabrist,3.0484,0.9418,2,0,2,False
curl,3.0484,0.9418,2,0,2,False
vladimirovich,3.0484,0.9418,2,0,2,False
sneaker,3.0484,0.9418,2,0,2,False
jinping,3.0484,0.9418,2,0,2,False
kupyansk,3.0484,0.9418,2,0,2,False
bludgeon,3.0484,0.9418,2,0,2,False
ara,3.0484,0.9418,2,0,2,False
rally,3.0484,0.9418,2,0,2,False
brotherly,3.0484,0.9418,2,0,2,False
tabloid,3.0484,0.9418,2,0,2,False
inspiring,3.0484,0.9418,2,0,2,False
donbass,3.0484,0.9418,2,0,2,False
syyarto,3.0484,0.9418,2,0,2,False
supreme,3.0484,0.9418,2,0,2,False
football,3.0484,0.9418,2,0,2,False
taxi,3.0484,0.9418,2,0,2,False
unloved,3.0484,0.9418,2,0,2,False
ministerial,3.0484,0.9418,2,0,2,False
inflate,3.0484,0.9418,2,0,2,False
bent,3.0484,0.9418,2,0,2,False
usatya,3.0484,0.9418,2,0,2,False
sinister,3.0484,0.9418,2,0,2,False
alley,3.0484,0.9418,2,0,2,False
hurl,3.0484,0.9418,2,0,2,False
minditch,3.0484,0.9418,2,0,2,False
oppression,3.0484,0.9418,2,0,2,False
informant,3.0484,0.9418,2,0,2,False
noble,3.0484,0.9418,2,0,2,False
compatriot,3.0484,0.9418,2,0,2,False
alpine,3.0484,0.9418,2,0,2,False
zaluzhny,3.0484,0.9418,2,0,2,False
confess,3.0484,0.9418,2,0,2,False
disgust,3.0484,0.9418,2,0,2,False
wikipedia,3.0484,0.9418,2,0,2,False
pydthrimka,3.0484,0.9418,2,0,2,False
stuff,3.0484,0.9418,2,0,2,False
oraxine,3.0484,0.9418,2,0,2,False
organism,3.0484,0.9418,2,0,2,False
outset,3.0484,0.9418,2,0,2,False
dirlivanger,3.0484,0.9418,2,0,2,False
morgue,3.0484,0.9418,2,0,2,False
oscon,3.0484,0.9418,2,0,2,False
colonel,3.0484,0.9418,2,0,2,False
reservation,3.0484,0.9418,2,0,2,False
offence,3.0484,0.9418,2,0,2,False
prince,3.0484,0.9418,2,0,2,False
vasilevich,3.0484,0.9418,2,0,2,False
swallow,3.0484,0.9418,2,0,2,False
contracting,3.0484,0.9418,2,0,2,False
borrel,3.0484,0.9418,2,0,2,False
subdue,3.0484,0.9418,2,0,2,False
capustin,3.0484,0.9418,2,0,2,False
cake,3.0484,0.9418,2,0,2,False
music,3.0484,0.9418,2,0,2,False
subpoena,3.0484,0.9418,2,0,2,False
honorary,3.0484,0.9418,2,0,2,False
netanyahu,3.0484,0.9418,2,0,2,False
dogmatic,3.0484,0.9418,2,0,2,False
threatening,3.0484,0.9418,2,0,2,False
maritime,3.0484,0.9418,2,0,2,False
ego,3.0484,0.9418,2,0,2,False
inhabit,3.0484,0.9418,2,0,2,False
drugführer,3.0484,0.9418,2,0,2,False
unbelievable,3.0484,0.9418,2,0,2,False
estonians,3.0484,0.9418,2,0,2,False
reveal,0.4507,0.938,11,7,18,False
offensive,0.4507,0.938,11,7,18,False
dance,1.0399,0.937,3,1,4,False
agony,1.0399,0.937,3,1,4,False
rotation,1.0399,0.937,3,1,4,False
outbreak,1.0399,0.937,3,1,4,False
norway,1.0399,0.937,3,1,4,False
tatar,1.0399,0.937,3,1,4,False
behaviour,1.0399,0.937,3,1,4,False
hunt,1.0399,0.937,3,1,4,False
hurt,1.0399,0.937,3,1,4,False
italian,1.0399,0.937,3,1,4,False
disguise,1.0399,0.937,3,1,4,False
coincidence,1.0399,0.937,3,1,4,False
client,1.0399,0.937,3,1,4,False
heat,1.0399,0.937,3,1,4,False
visa,1.0399,0.937,3,1,4,False
front,1.0399,0.937,3,1,4,False
finger,1.0399,0.937,3,1,4,False
graduate,1.0399,0.937,3,1,4,False
miracle,1.0399,0.937,3,1,4,False
tourist,1.0399,0.937,3,1,4,False
terrorism,1.0399,0.937,3,1,4,False
manual,1.0399,0.937,3,1,4,False
reward,1.0399,0.937,3,1,4,False
treatment,1.0399,0.937,3,1,4,False
poison,1.0399,0.937,3,1,4,False
stag,1.0399,0.937,3,1,4,False
goodbye,1.0399,0.937,3,1,4,False
string,1.0399,0.937,3,1,4,False
apartment,1.0399,0.937,3,1,4,False
imperialist,1.0399,0.937,3,1,4,False
disappoint,1.0399,0.937,3,1,4,False
horror,1.0399,0.937,3,1,4,False
clarify,1.0399,0.937,3,1,4,False
vacation,1.0399,0.937,3,1,4,False
wolf,1.0399,0.937,3,1,4,False
wipe,1.0399,0.937,3,1,4,False
bless,1.0399,0.937,3,1,4,False
procrastination,1.0399,0.937,3,1,4,False
rating,1.0399,0.937,3,1,4,False
circus,1.0399,0.937,3,1,4,False
invader,1.0399,0.937,3,1,4,False
nationality,1.0399,0.937,3,1,4,False
suspend,1.0399,0.937,3,1,4,False
emigration,1.0399,0.937,3,1,4,False
personality,1.0399,0.937,3,1,4,False
republicans,1.0399,0.937,3,1,4,False
exclusive,1.0399,0.937,3,1,4,False
removal,1.0399,0.937,3,1,4,False
shooting,1.0399,0.937,3,1,4,False
refrain,1.0399,0.937,3,1,4,False
retreat,1.0399,0.937,3,1,4,False
load,1.0399,0.937,3,1,4,False
bright,1.0399,0.937,3,1,4,False
adam,1.0399,0.937,3,1,4,False
discover,1.0399,0.937,3,1,4,False
directorate,1.0399,0.937,3,1,4,False
yield,1.0399,0.937,3,1,4,False
branch,1.0399,0.937,3,1,4,False
problem,0.2771,0.9127,25,19,44,False
one,0.3272,0.9021,18,13,31,False
activity,0.3272,0.9021,18,13,31,False
lose,0.2264,0.8944,35,28,63,False
thinking,0.553,0.8915,7,4,11,False
dollar,0.553,0.8915,7,4,11,False
radical,0.553,0.8915,7,4,11,False
watch,0.553,0.8915,7,4,11,False
charge,0.553,0.8915,7,4,11,False
assassination,0.553,0.8915,7,4,11,False
symbol,0.553,0.8915,7,4,11,False
willingness,0.553,0.8915,7,4,11,False
transfer,0.3074,0.8756,19,14,33,False
true,0.3074,0.8756,19,14,33,False
sound,0.3682,0.8533,13,9,22,False
long,0.2012,0.8449,39,32,71,False
kingdom,0.2744,0.8291,21,16,37,False
school,0.2744,0.8291,21,16,37,False
convince,0.4665,0.8252,8,5,13,False
organize,0.4665,0.8252,8,5,13,False
contrary,0.4665,0.8252,8,5,13,False
purpose,0.4665,0.8252,8,5,13,False
forum,0.4665,0.8252,8,5,13,False
street,0.3375,0.8188,14,10,24,False
answer,0.2604,0.8086,22,17,39,False
wealth,0.6729,0.793,4,2,6,False
harsh,0.6729,0.793,4,2,6,False
ocean,0.6729,0.793,4,2,6,False
combination,0.6729,0.793,4,2,6,False
lion,0.6729,0.793,4,2,6,False
season,0.6729,0.793,4,2,6,False
pushkin,0.6729,0.793,4,2,6,False
japan,0.6729,0.793,4,2,6,False
sponsor,0.6729,0.793,4,2,6,False
undesirable,0.6729,0.793,4,2,6,False
tragic,0.6729,0.793,4,2,6,False
earth,0.6729,0.793,4,2,6,False
incite,0.6729,0.793,4,2,6,False
trap,0.6729,0.793,4,2,6,False
selection,0.6729,0.793,4,2,6,False
club,0.6729,0.793,4,2,6,False
convey,0.6729,0.793,4,2,6,False
gratitude,0.6729,0.793,4,2,6,False
inform,0.6729,0.793,4,2,6,False
calculate,0.6729,0.793,4,2,6,False
corridor,0.6729,0.793,4,2,6,False
austria,0.6729,0.793,4,2,6,False
inter,0.6729,0.793,4,2,6,False
holiday,0.6729,0.793,4,2,6,False
adult,0.6729,0.793,4,2,6,False
entry,0.6729,0.793,4,2,6,False
locate,0.6729,0.793,4,2,6,False
remnant,0.6729,0.793,4,2,6,False
bury,0.6729,0.793,4,2,6,False
resort,0.6729,0.793,4,2,6,False
credit,0.6729,0.793,4,2,6,False
albania,0.6729,0.793,4,2,6,False
invite,0.4039,0.7718,9,6,15,False
regard,0.4039,0.7718,9,6,15,False
terrible,0.4039,0.7718,9,6,15,False
entire,0.2364,0.7718,24,19,43,False
collect,0.4039,0.7718,9,6,15,False
restriction,0.4039,0.7718,9,6,15,False
express,0.4039,0.7718,9,6,15,False
rest,0.2895,0.7609,16,12,28,False
historical,0.2704,0.7363,17,13,30,False
witness,0.3563,0.7275,10,7,17,False
site,0.3563,0.7275,10,7,17,False
remind,0.3563,0.7275,10,7,17,False
battle,0.3563,0.7275,10,7,17,False
unaltered,2.4017,0.7272,1,0,1,False
studio,2.4017,0.7272,1,0,1,False
pissed,2.4017,0.7272,1,0,1,False
bloger,2.4017,0.7272,1,0,1,False
unreliable,2.4017,0.7272,1,0,1,False
joyous,2.4017,0.7272,1,0,1,False
microscopic,2.4017,0.7272,1,0,1,False
refuel,2.4017,0.7272,1,0,1,False
evie,2.4017,0.7272,1,0,1,False
refill,2.4017,0.7272,1,0,1,False
comic,2.4017,0.7272,1,0,1,False
subterfuge,2.4017,0.7272,1,0,1,False
turchinov,2.4017,0.7272,1,0,1,False
sophite,2.4017,0.7272,1,0,1,False
sungorkin,2.4017,0.7272,1,0,1,False
asker,2.4017,0.7272,1,0,1,False
khmelnitsky,2.4017,0.7272,1,0,1,False
degradation,2.4017,0.7272,1,0,1,False
dominant,2.4017,0.7272,1,0,1,False
paralytic,2.4017,0.7272,1,0,1,False
modi,2.4017,0.7272,1,0,1,False
exile,2.4017,0.7272,1,0,1,False
tame,2.4017,0.7272,1,0,1,False
utg,2.4017,0.7272,1,0,1,False
imposition,2.4017,0.7272,1,0,1,False
abundance,2.4017,0.7272,1,0,1,False
monolithic,2.4017,0.7272,1,0,1,False
vlasovians,2.4017,0.7272,1,0,1,False
herd,2.4017,0.7272,1,0,1,False
kaien,2.4017,0.7272,1,0,1,False
pitch,2.4017,0.7272,1,0,1,False
siege,2.4017,0.7272,1,0,1,False
trt,2.4017,0.7272,1,0,1,False
physicalist,2.4017,0.7272,1,0,1,False
skorod,2.4017,0.7272,1,0,1,False
drool,2.4017,0.7272,1,0,1,False
yes,2.4017,0.7272,1,0,1,False
projection,2.4017,0.7272,1,0,1,False
setback,2.4017,0.7272,1,0,1,False
dicanki,2.4017,0.7272,1,0,1,False
moskovec,2.4017,0.7272,1,0,1,False
tarpaulin,2.4017,0.7272,1,0,1,False
cute,2.4017,0.7272,1,0,1,False
ravine,2.4017,0.7272,1,0,1,False
discriminate,2.4017,0.7272,1,0,1,False
disgruntle,2.4017,0.7272,1,0,1,False
confidentiality,2.4017,0.7272,1,0,1,False
annoy,2.4017,0.7272,1,0,1,False
suitcase,2.4017,0.7272,1,0,1,False
symptom,2.4017,0.7272,1,0,1,False
irrelevant,2.4017,0.7272,1,0,1,False
homoerotic,2.4017,0.7272,1,0,1,False
analog,2.4017,0.7272,1,0,1,False
uso,2.4017,0.7272,1,0,1,False
sobian,2.4017,0.7272,1,0,1,False
weirdo,2.4017,0.7272,1,0,1,False
jigurda,2.4017,0.7272,1,0,1,False
kpss,2.4017,0.7272,1,0,1,False
fruitful,2.4017,0.7272,1,0,1,False
spoken,2.4017,0.7272,1,0,1,False
vibrator,2.4017,0.7272,1,0,1,False
agreements,2.4017,0.7272,1,0,1,False
dai,2.4017,0.7272,1,0,1,False
drafting,2.4017,0.7272,1,0,1,False
falsification,2.4017,0.7272,1,0,1,False
pomoskovy,2.4017,0.7272,1,0,1,False
clockwise,2.4017,0.7272,1,0,1,False
heroin,2.4017,0.7272,1,0,1,False
purva,2.4017,0.7272,1,0,1,False
chequist,2.4017,0.7272,1,0,1,False
tsimbalyuk,2.4017,0.7272,1,0,1,False
honey,2.4017,0.7272,1,0,1,False
lexicon,2.4017,0.7272,1,0,1,False
bull,2.4017,0.7272,1,0,1,False
laconical,2.4017,0.7272,1,0,1,False
slovaks,2.4017,0.7272,1,0,1,False
kabmin,2.4017,0.7272,1,0,1,False
rephrase,2.4017,0.7272,1,0,1,False
stoic,2.4017,0.7272,1,0,1,False
alieva,2.4017,0.7272,1,0,1,False
pavlograd,2.4017,0.7272,1,0,1,False
wiggle,2.4017,0.7272,1,0,1,False
boob,2.4017,0.7272,1,0,1,False
competitor,2.4017,0.7272,1,0,1,False
sandwich,2.4017,0.7272,1,0,1,False
unfulfilled,2.4017,0.7272,1,0,1,False
knuckle,2.4017,0.7272,1,0,1,False
pavement,2.4017,0.7272,1,0,1,False
gratify,2.4017,0.7272,1,0,1,False
warlord,2.4017,0.7272,1,0,1,False
taran,2.4017,0.7272,1,0,1,False
mariampole,2.4017,0.7272,1,0,1,False
weep,2.4017,0.7272,1,0,1,False
cbd,2.4017,0.7272,1,0,1,False
unnoticed,2.4017,0.7272,1,0,1,False
insecurity,2.4017,0.7272,1,0,1,False
sequently,2.4017,0.7272,1,0,1,False
ruse,2.4017,0.7272,1,0,1,False
gapon,2.4017,0.7272,1,0,1,False
intoxication,2.4017,0.7272,1,0,1,False
kiryusha,2.4017,0.7272,1,0,1,False
voodoo,2.4017,0.7272,1,0,1,False
retaliatory,2.4017,0.7272,1,0,1,False
musician,2.4017,0.7272,1,0,1,False
bottom,2.4017,0.7272,1,0,1,False
overreact,2.4017,0.7272,1,0,1,False
annoyance,2.4017,0.7272,1,0,1,False
dude,2.4017,0.7272,1,0,1,False
poach,2.4017,0.7272,1,0,1,False
inauguration,2.4017,0.7272,1,0,1,False
opanasenko,2.4017,0.7272,1,0,1,False
clucks,2.4017,0.7272,1,0,1,False
extraterrestrial,2.4017,0.7272,1,0,1,False
wiretap,2.4017,0.7272,1,0,1,False
advent,2.4017,0.7272,1,0,1,False
css,2.4017,0.7272,1,0,1,False
consecutive,2.4017,0.7272,1,0,1,False
ukrander,2.4017,0.7272,1,0,1,False
shine,2.4017,0.7272,1,0,1,False
assertion,2.4017,0.7272,1,0,1,False
fixation,2.4017,0.7272,1,0,1,False
dyke,2.4017,0.7272,1,0,1,False
orthodoxs,2.4017,0.7272,1,0,1,False
paraphrase,2.4017,0.7272,1,0,1,False
burqa,2.4017,0.7272,1,0,1,False
newsti,2.4017,0.7272,1,0,1,False
transmitter,2.4017,0.7272,1,0,1,False
bezuglaj,2.4017,0.7272,1,0,1,False
compact,2.4017,0.7272,1,0,1,False
menshikov,2.4017,0.7272,1,0,1,False
hindus,2.4017,0.7272,1,0,1,False
frontal,2.4017,0.7272,1,0,1,False
convoluted,2.4017,0.7272,1,0,1,False
grad,2.4017,0.7272,1,0,1,False
josep,2.4017,0.7272,1,0,1,False
beret,2.4017,0.7272,1,0,1,False
azerbaijann,2.4017,0.7272,1,0,1,False
salary,2.4017,0.7272,1,0,1,False
yeni,2.4017,0.7272,1,0,1,False
dirt,2.4017,0.7272,1,0,1,False
kanev,2.4017,0.7272,1,0,1,False
bounce,2.4017,0.7272,1,0,1,False
unjustice,2.4017,0.7272,1,0,1,False
culeb,2.4017,0.7272,1,0,1,False
habe,2.4017,0.7272,1,0,1,False
hutor,2.4017,0.7272,1,0,1,False
bluff,2.4017,0.7272,1,0,1,False
cipher,2.4017,0.7272,1,0,1,False
apprehend,2.4017,0.7272,1,0,1,False
guards,2.4017,0.7272,1,0,1,False
smoker,2.4017,0.7272,1,0,1,False
ogre,2.4017,0.7272,1,0,1,False
suar,2.4017,0.7272,1,0,1,False
unshakeable,2.4017,0.7272,1,0,1,False
tushin,2.4017,0.7272,1,0,1,False
indiscretion,2.4017,0.7272,1,0,1,False
ceo,2.4017,0.7272,1,0,1,False
laurel,2.4017,0.7272,1,0,1,False
flash,2.4017,0.7272,1,0,1,False
smoeglenka,2.4017,0.7272,1,0,1,False
araz,2.4017,0.7272,1,0,1,False
hooter,2.4017,0.7272,1,0,1,False
blah,2.4017,0.7272,1,0,1,False
tisza,2.4017,0.7272,1,0,1,False
politicized,2.4017,0.7272,1,0,1,False
yusif,2.4017,0.7272,1,0,1,False
hilarious,2.4017,0.7272,1,0,1,False
tzkshnikov,2.4017,0.7272,1,0,1,False
unsatisfie,2.4017,0.7272,1,0,1,False
exploration,2.4017,0.7272,1,0,1,False
tournament,2.4017,0.7272,1,0,1,False
smokescreen,2.4017,0.7272,1,0,1,False
katyushu,2.4017,0.7272,1,0,1,False
fashionian,2.4017,0.7272,1,0,1,False
iscandera,2.4017,0.7272,1,0,1,False
wretched,2.4017,0.7272,1,0,1,False
entrust,2.4017,0.7272,1,0,1,False
procurator,2.4017,0.7272,1,0,1,False
finth,2.4017,0.7272,1,0,1,False
antali,2.4017,0.7272,1,0,1,False
jeshuv,2.4017,0.7272,1,0,1,False
distort,2.4017,0.7272,1,0,1,False
ziabek,2.4017,0.7272,1,0,1,False
chamán,2.4017,0.7272,1,0,1,False
pautina,2.4017,0.7272,1,0,1,False
terrace,2.4017,0.7272,1,0,1,False
circulatory,2.4017,0.7272,1,0,1,False
presentation,2.4017,0.7272,1,0,1,False
universe,2.4017,0.7272,1,0,1,False
statistician,2.4017,0.7272,1,0,1,False
exodus,2.4017,0.7272,1,0,1,False
zaporozhje,2.4017,0.7272,1,0,1,False
whereabouts,2.4017,0.7272,1,0,1,False
nevsk,2.4017,0.7272,1,0,1,False
pelagia,2.4017,0.7272,1,0,1,False
quarrel,2.4017,0.7272,1,0,1,False
kyril,2.4017,0.7272,1,0,1,False
bocharev,2.4017,0.7272,1,0,1,False
calibre,2.4017,0.7272,1,0,1,False
ural,2.4017,0.7272,1,0,1,False
balanced,2.4017,0.7272,1,0,1,False
punitive,2.4017,0.7272,1,0,1,False
furniture,2.4017,0.7272,1,0,1,False
suma,2.4017,0.7272,1,0,1,False
emphasis,2.4017,0.7272,1,0,1,False
kolomoysky,2.4017,0.7272,1,0,1,False
katerinika,2.4017,0.7272,1,0,1,False
shabun,2.4017,0.7272,1,0,1,False
advisers,2.4017,0.7272,1,0,1,False
dmitriyri,2.4017,0.7272,1,0,1,False
derusiation,2.4017,0.7272,1,0,1,False
arctic,2.4017,0.7272,1,0,1,False
erjan,2.4017,0.7272,1,0,1,False
coaster,2.4017,0.7272,1,0,1,False
sectional,2.4017,0.7272,1,0,1,False
borrowing,2.4017,0.7272,1,0,1,False
whore,2.4017,0.7272,1,0,1,False
postponement,2.4017,0.7272,1,0,1,False
echelonize,2.4017,0.7272,1,0,1,False
wreck,2.4017,0.7272,1,0,1,False
superb,2.4017,0.7272,1,0,1,False
fingernail,2.4017,0.7272,1,0,1,False
baisalov,2.4017,0.7272,1,0,1,False
rastorguyov,2.4017,0.7272,1,0,1,False
unobserved,2.4017,0.7272,1,0,1,False
kozinka,2.4017,0.7272,1,0,1,False
saliva,2.4017,0.7272,1,0,1,False
roller,2.4017,0.7272,1,0,1,False
steam,2.4017,0.7272,1,0,1,False
vicinity,2.4017,0.7272,1,0,1,False
snotty,2.4017,0.7272,1,0,1,False
rosfinthoring,2.4017,0.7272,1,0,1,False
blogosphere,2.4017,0.7272,1,0,1,False
lip,2.4017,0.7272,1,0,1,False
two,2.4017,0.7272,1,0,1,False
yaltin,2.4017,0.7272,1,0,1,False
belligerence,2.4017,0.7272,1,0,1,False
eurodiplomatic,2.4017,0.7272,1,0,1,False
undiplomaticly,2.4017,0.7272,1,0,1,False
pigeon,2.4017,0.7272,1,0,1,False
indict,2.4017,0.7272,1,0,1,False
ukraines,2.4017,0.7272,1,0,1,False
surrogacy,2.4017,0.7272,1,0,1,False
zombling,2.4017,0.7272,1,0,1,False
spunk,2.4017,0.7272,1,0,1,False
dubrovka,2.4017,0.7272,1,0,1,False
deruciation,2.4017,0.7272,1,0,1,False
zoophile,2.4017,0.7272,1,0,1,False
boot,2.4017,0.7272,1,0,1,False
bashkorth,2.4017,0.7272,1,0,1,False
toothless,2.4017,0.7272,1,0,1,False
license,2.4017,0.7272,1,0,1,False
krasnoarmisk,2.4017,0.7272,1,0,1,False
itaar,2.4017,0.7272,1,0,1,False
boutafor,2.4017,0.7272,1,0,1,False
flip,2.4017,0.7272,1,0,1,False
wire,2.4017,0.7272,1,0,1,False
helm,2.4017,0.7272,1,0,1,False
genoty,2.4017,0.7272,1,0,1,False
biblicalism,2.4017,0.7272,1,0,1,False
stubb,2.4017,0.7272,1,0,1,False
cage,2.4017,0.7272,1,0,1,False
vincent,2.4017,0.7272,1,0,1,False
captive,2.4017,0.7272,1,0,1,False
dental,2.4017,0.7272,1,0,1,False
exalted,2.4017,0.7272,1,0,1,False
giggling,2.4017,0.7272,1,0,1,False
stink,2.4017,0.7272,1,0,1,False
filler,2.4017,0.7272,1,0,1,False
stavka,2.4017,0.7272,1,0,1,False
selfish,2.4017,0.7272,1,0,1,False
toss,2.4017,0.7272,1,0,1,False
celsius,2.4017,0.7272,1,0,1,False
discord,2.4017,0.7272,1,0,1,False
obozrevatel,2.4017,0.7272,1,0,1,False
induction,2.4017,0.7272,1,0,1,False
crooked,2.4017,0.7272,1,0,1,False
chrypato,2.4017,0.7272,1,0,1,False
ancestor,2.4017,0.7272,1,0,1,False
courtyard,2.4017,0.7272,1,0,1,False
gloom,2.4017,0.7272,1,0,1,False
conciliator,2.4017,0.7272,1,0,1,False
pour,2.4017,0.7272,1,0,1,False
turkmens,2.4017,0.7272,1,0,1,False
reorientation,2.4017,0.7272,1,0,1,False
ragan,2.4017,0.7272,1,0,1,False
shin,2.4017,0.7272,1,0,1,False
florida,2.4017,0.7272,1,0,1,False
país,2.4017,0.7272,1,0,1,False
shade,2.4017,0.7272,1,0,1,False
jacob,2.4017,0.7272,1,0,1,False
hank,2.4017,0.7272,1,0,1,False
bureaucrat,2.4017,0.7272,1,0,1,False
filter,2.4017,0.7272,1,0,1,False
hawk,2.4017,0.7272,1,0,1,False
pedal,2.4017,0.7272,1,0,1,False
karats,2.4017,0.7272,1,0,1,False
annoyed,2.4017,0.7272,1,0,1,False
melania,2.4017,0.7272,1,0,1,False
cooks,2.4017,0.7272,1,0,1,False
poszko,2.4017,0.7272,1,0,1,False
coastal,2.4017,0.7272,1,0,1,False
epithet,2.4017,0.7272,1,0,1,False
cemetery,2.4017,0.7272,1,0,1,False
sssr,2.4017,0.7272,1,0,1,False
abbasov,2.4017,0.7272,1,0,1,False
tartarin,2.4017,0.7272,1,0,1,False
prior,2.4017,0.7272,1,0,1,False
output,2.4017,0.7272,1,0,1,False
semen,2.4017,0.7272,1,0,1,False
elena,2.4017,0.7272,1,0,1,False
disobey,2.4017,0.7272,1,0,1,False
del,2.4017,0.7272,1,0,1,False
lions,2.4017,0.7272,1,0,1,False
shihlinski,2.4017,0.7272,1,0,1,False
vow,2.4017,0.7272,1,0,1,False
fencing,2.4017,0.7272,1,0,1,False
evgeny,2.4017,0.7272,1,0,1,False
albina,2.4017,0.7272,1,0,1,False
blog,2.4017,0.7272,1,0,1,False
sikorsky,2.4017,0.7272,1,0,1,False
mirigrad,2.4017,0.7272,1,0,1,False
prestige,2.4017,0.7272,1,0,1,False
tile,2.4017,0.7272,1,0,1,False
kosaki,2.4017,0.7272,1,0,1,False
minust,2.4017,0.7272,1,0,1,False
drachev,2.4017,0.7272,1,0,1,False
labour,2.4017,0.7272,1,0,1,False
stanislavian,2.4017,0.7272,1,0,1,False
pete,2.4017,0.7272,1,0,1,False
tiraspol,2.4017,0.7272,1,0,1,False
ethnicist,2.4017,0.7272,1,0,1,False
jealousy,2.4017,0.7272,1,0,1,False
ruling,2.4017,0.7272,1,0,1,False
terminate,2.4017,0.7272,1,0,1,False
chuma,2.4017,0.7272,1,0,1,False
farrahov,2.4017,0.7272,1,0,1,False
humor,2.4017,0.7272,1,0,1,False
sumsky,2.4017,0.7272,1,0,1,False
booth,2.4017,0.7272,1,0,1,False
nss,2.4017,0.7272,1,0,1,False
signature,2.4017,0.7272,1,0,1,False
regret,2.4017,0.7272,1,0,1,False
