word,log_odds,z_score,count_site1,count_site2,count_total,is_significant
metaphorical,2.4333,0.7367,1,0,1,False
listening,2.4333,0.7367,1,0,1,False
milvitsky,2.4333,0.7367,1,0,1,False
hating,2.4333,0.7367,1,0,1,False
collaborator,2.4333,0.7367,1,0,1,False
prejudice,2.4333,0.7367,1,0,1,False
hypocritical,2.4333,0.7367,1,0,1,False
grenade,2.4333,0.7367,1,0,1,False
tweet,2.4333,0.7367,1,0,1,False
cheap,2.4333,0.7367,1,0,1,False
watershed,2.4333,0.7367,1,0,1,False
countdown,2.4333,0.7367,1,0,1,False
silin,2.4333,0.7367,1,0,1,False
covenant,2.4333,0.7367,1,0,1,False
shared,2.4333,0.7367,1,0,1,False
archdeacon,2.4333,0.7367,1,0,1,False
gut,2.4333,0.7367,1,0,1,False
hesitancy,2.4333,0.7367,1,0,1,False
plentiful,2.4333,0.7367,1,0,1,False
gush,2.4333,0.7367,1,0,1,False
kfir,2.4333,0.7367,1,0,1,False
inaugural,2.4333,0.7367,1,0,1,False
bibiists,2.4333,0.7367,1,0,1,False
japan,2.4333,0.7367,1,0,1,False
ultimatum,2.4333,0.7367,1,0,1,False
regulsky,2.4333,0.7367,1,0,1,False
rotation,2.4333,0.7367,1,0,1,False
snap,2.4333,0.7367,1,0,1,False
mitzvah,2.4333,0.7367,1,0,1,False
silman,2.4333,0.7367,1,0,1,False
deposit,2.4333,0.7367,1,0,1,False
shiites,2.4333,0.7367,1,0,1,False
bay,2.4333,0.7367,1,0,1,False
staggering,2.4333,0.7367,1,0,1,False
flute,2.4333,0.7367,1,0,1,False
net,2.4333,0.7367,1,0,1,False
presidents,2.4333,0.7367,1,0,1,False
shh,2.4333,0.7367,1,0,1,False
morsi,2.4333,0.7367,1,0,1,False
smuggler,2.4333,0.7367,1,0,1,False
portion,2.4333,0.7367,1,0,1,False
bhij,2.4333,0.7367,1,0,1,False
beach,2.4333,0.7367,1,0,1,False
thwarting,2.4333,0.7367,1,0,1,False
interceptor,2.4333,0.7367,1,0,1,False
leading,2.4333,0.7367,1,0,1,False
maskat,2.4333,0.7367,1,0,1,False
dichotomous,2.4333,0.7367,1,0,1,False
brain,2.4333,0.7367,1,0,1,False
trampling,2.4333,0.7367,1,0,1,False
unambiguous,2.4333,0.7367,1,0,1,False
nose,2.4333,0.7367,1,0,1,False
nitzan,2.4333,0.7367,1,0,1,False
foreigner,2.4333,0.7367,1,0,1,False
transportation,2.4333,0.7367,1,0,1,False
embed,2.4333,0.7367,1,0,1,False
drunken,2.4333,0.7367,1,0,1,False
constitutive,2.4333,0.7367,1,0,1,False
dungeon,2.4333,0.7367,1,0,1,False
kiir,2.4333,0.7367,1,0,1,False
sabra,2.4333,0.7367,1,0,1,False
rip,2.4333,0.7367,1,0,1,False
blocking,2.4333,0.7367,1,0,1,False
comforting,2.4333,0.7367,1,0,1,False
ministerial,2.4333,0.7367,1,0,1,False
season,2.4333,0.7367,1,0,1,False
hire,2.4333,0.7367,1,0,1,False
hosting,2.4333,0.7367,1,0,1,False
censor,2.4333,0.7367,1,0,1,False
fortunate,2.4333,0.7367,1,0,1,False
debriefing,2.4333,0.7367,1,0,1,False
delhi,2.4333,0.7367,1,0,1,False
blackmailer,2.4333,0.7367,1,0,1,False
taking,2.4333,0.7367,1,0,1,False
statehood,2.4333,0.7367,1,0,1,False
sterile,2.4333,0.7367,1,0,1,False
jarring,2.4333,0.7367,1,0,1,False
menace,2.4333,0.7367,1,0,1,False
proportionate,2.4333,0.7367,1,0,1,False
boom,2.4333,0.7367,1,0,1,False
desirable,2.4333,0.7367,1,0,1,False
neo,2.4333,0.7367,1,0,1,False
lofty,2.4333,0.7367,1,0,1,False
guest,2.4333,0.7367,1,0,1,False
denier,2.4333,0.7367,1,0,1,False
entrance,2.4333,0.7367,1,0,1,False
mamad,2.4333,0.7367,1,0,1,False
contemptible,2.4333,0.7367,1,0,1,False
eat,2.4333,0.7367,1,0,1,False
definite,2.4333,0.7367,1,0,1,False
oturmel,2.4333,0.7367,1,0,1,False
soothing,2.4333,0.7367,1,0,1,False
raqqa,2.4333,0.7367,1,0,1,False
esther,2.4333,0.7367,1,0,1,False
location,2.4333,0.7367,1,0,1,False
spider,2.4333,0.7367,1,0,1,False
nearby,2.4333,0.7367,1,0,1,False
berate,2.4333,0.7367,1,0,1,False
harlap,2.4333,0.7367,1,0,1,False
bus,2.4333,0.7367,1,0,1,False
outcry,2.4333,0.7367,1,0,1,False
thin,2.4333,0.7367,1,0,1,False
exaggerated,2.4333,0.7367,1,0,1,False
prior,2.4333,0.7367,1,0,1,False
behaviornot,2.4333,0.7367,1,0,1,False
mosquito,2.4333,0.7367,1,0,1,False
impetus,2.4333,0.7367,1,0,1,False
manual,2.4333,0.7367,1,0,1,False
fin,2.4333,0.7367,1,0,1,False
glove,2.4333,0.7367,1,0,1,False
eccentric,2.4333,0.7367,1,0,1,False
maze,2.4333,0.7367,1,0,1,False
supremacist,2.4333,0.7367,1,0,1,False
denmark,2.4333,0.7367,1,0,1,False
glamorous,2.4333,0.7367,1,0,1,False
optimist,2.4333,0.7367,1,0,1,False
futile,2.4333,0.7367,1,0,1,False
unicorn,2.4333,0.7367,1,0,1,False
ethos,2.4333,0.7367,1,0,1,False
chariots,2.4333,0.7367,1,0,1,False
sixth,2.4333,0.7367,1,0,1,False
unsuccessful,2.4333,0.7367,1,0,1,False
prioritise,2.4333,0.7367,1,0,1,False
struck,2.4333,0.7367,1,0,1,False
computer,2.4333,0.7367,1,0,1,False
doron,2.4333,0.7367,1,0,1,False
stigma,2.4333,0.7367,1,0,1,False
uncomplicated,2.4333,0.7367,1,0,1,False
usa,2.4333,0.7367,1,0,1,False
ismail,2.4333,0.7367,1,0,1,False
universe,2.4333,0.7367,1,0,1,False
mescat,2.4333,0.7367,1,0,1,False
rewarding,2.4333,0.7367,1,0,1,False
tribesnone,2.4333,0.7367,1,0,1,False
venomous,2.4333,0.7367,1,0,1,False
verb,2.4333,0.7367,1,0,1,False
justifiable,2.4333,0.7367,1,0,1,False
marching,2.4333,0.7367,1,0,1,False
tarnish,2.4333,0.7367,1,0,1,False
chagrin,2.4333,0.7367,1,0,1,False
precede,2.4333,0.7367,1,0,1,False
neat,2.4333,0.7367,1,0,1,False
seaport,2.4333,0.7367,1,0,1,False
galant,2.4333,0.7367,1,0,1,False
separatism,2.4333,0.7367,1,0,1,False
gali,2.4333,0.7367,1,0,1,False
rightful,2.4333,0.7367,1,0,1,False
sacred,2.4333,0.7367,1,0,1,False
backyard,2.4333,0.7367,1,0,1,False
stormy,2.4333,0.7367,1,0,1,False
crave,2.4333,0.7367,1,0,1,False
blackout,2.4333,0.7367,1,0,1,False
ibadi,2.4333,0.7367,1,0,1,False
greeks,2.4333,0.7367,1,0,1,False
newsom,2.4333,0.7367,1,0,1,False
guzansky,2.4333,0.7367,1,0,1,False
rlbist,2.4333,0.7367,1,0,1,False
anarchy,2.4333,0.7367,1,0,1,False
rehash,2.4333,0.7367,1,0,1,False
politics,2.4333,0.7367,1,0,1,False
blur,2.4333,0.7367,1,0,1,False
discovery,2.4333,0.7367,1,0,1,False
sheveri,2.4333,0.7367,1,0,1,False
curtail,2.4333,0.7367,1,0,1,False
obsessive,2.4333,0.7367,1,0,1,False
avenue,2.4333,0.7367,1,0,1,False
nis,2.4333,0.7367,1,0,1,False
bloodthirsty,2.4333,0.7367,1,0,1,False
abduction,2.4333,0.7367,1,0,1,False
zor,2.4333,0.7367,1,0,1,False
volunteer,2.4333,0.7367,1,0,1,False
withstand,2.4333,0.7367,1,0,1,False
optimal,2.4333,0.7367,1,0,1,False
clever,2.4333,0.7367,1,0,1,False
hanan,2.4333,0.7367,1,0,1,False
shomron,2.4333,0.7367,1,0,1,False
summary,2.4333,0.7367,1,0,1,False
multidimensional,2.4333,0.7367,1,0,1,False
laxity,2.4333,0.7367,1,0,1,False
outrage,2.4333,0.7367,1,0,1,False
inventory,2.4333,0.7367,1,0,1,False
improvisation,2.4333,0.7367,1,0,1,False
irony,2.4333,0.7367,1,0,1,False
timetable,2.4333,0.7367,1,0,1,False
editing,2.4333,0.7367,1,0,1,False
fold,2.4333,0.7367,1,0,1,False
askar,2.4333,0.7367,1,0,1,False
policyeven,2.4333,0.7367,1,0,1,False
citizenship,2.4333,0.7367,1,0,1,False
utmost,2.4333,0.7367,1,0,1,False
instructive,2.4333,0.7367,1,0,1,False
sedition,2.4333,0.7367,1,0,1,False
laden,2.4333,0.7367,1,0,1,False
needless,2.4333,0.7367,1,0,1,False
yehuda,2.4333,0.7367,1,0,1,False
sophistication,2.4333,0.7367,1,0,1,False
hanegbi,2.4333,0.7367,1,0,1,False
expensive,2.4333,0.7367,1,0,1,False
sub,2.4333,0.7367,1,0,1,False
accuracy,2.4333,0.7367,1,0,1,False
gafni,2.4333,0.7367,1,0,1,False
dessert,2.4333,0.7367,1,0,1,False
nazifaction,2.4333,0.7367,1,0,1,False
lash,2.4333,0.7367,1,0,1,False
enoch,2.4333,0.7367,1,0,1,False
transaction,2.4333,0.7367,1,0,1,False
bail,2.4333,0.7367,1,0,1,False
license,2.4333,0.7367,1,0,1,False
articulate,2.4333,0.7367,1,0,1,False
simchat,2.4333,0.7367,1,0,1,False
hanukkah,2.4333,0.7367,1,0,1,False
flight,2.4333,0.7367,1,0,1,False
tsurkov,2.4333,0.7367,1,0,1,False
spitting,2.4333,0.7367,1,0,1,False
pulse,2.4333,0.7367,1,0,1,False
bold,2.4333,0.7367,1,0,1,False
distill,2.4333,0.7367,1,0,1,False
reversal,2.4333,0.7367,1,0,1,False
progression,2.4333,0.7367,1,0,1,False
persistent,2.4333,0.7367,1,0,1,False
grade,2.4333,0.7367,1,0,1,False
bnei,2.4333,0.7367,1,0,1,False
politicians,2.4333,0.7367,1,0,1,False
tech,2.4333,0.7367,1,0,1,False
intergenerational,2.4333,0.7367,1,0,1,False
chachel,2.4333,0.7367,1,0,1,False
saturated,2.4333,0.7367,1,0,1,False
angela,2.4333,0.7367,1,0,1,False
mps,2.4333,0.7367,1,0,1,False
exclamation,2.4333,0.7367,1,0,1,False
bds,2.4333,0.7367,1,0,1,False
tamaras,2.4333,0.7367,1,0,1,False
vague,2.4333,0.7367,1,0,1,False
workers,2.4333,0.7367,1,0,1,False
ingenuity,2.4333,0.7367,1,0,1,False
secession,2.4333,0.7367,1,0,1,False
syndor,2.4333,0.7367,1,0,1,False
barda,2.4333,0.7367,1,0,1,False
disgraceful,2.4333,0.7367,1,0,1,False
asharfia,2.4333,0.7367,1,0,1,False
catchy,2.4333,0.7367,1,0,1,False
maga,2.4333,0.7367,1,0,1,False
offend,2.4333,0.7367,1,0,1,False
crucial,2.4333,0.7367,1,0,1,False
tiring,2.4333,0.7367,1,0,1,False
liveable,2.4333,0.7367,1,0,1,False
automaton,2.4333,0.7367,1,0,1,False
rudy,2.4333,0.7367,1,0,1,False
pasture,2.4333,0.7367,1,0,1,False
slim,2.4333,0.7367,1,0,1,False
goran,2.4333,0.7367,1,0,1,False
vitality,2.4333,0.7367,1,0,1,False
temperature,2.4333,0.7367,1,0,1,False
harb,2.4333,0.7367,1,0,1,False
atmospheric,2.4333,0.7367,1,0,1,False
format,2.4333,0.7367,1,0,1,False
counterweight,2.4333,0.7367,1,0,1,False
activism,2.4333,0.7367,1,0,1,False
lengthening,2.4333,0.7367,1,0,1,False
implementer,2.4333,0.7367,1,0,1,False
redeem,2.4333,0.7367,1,0,1,False
trading,2.4333,0.7367,1,0,1,False
likelihood,2.4333,0.7367,1,0,1,False
stress,2.4333,0.7367,1,0,1,False
appeasement,2.4333,0.7367,1,0,1,False
yell,2.4333,0.7367,1,0,1,False
synagogue,2.4333,0.7367,1,0,1,False
culprit,2.4333,0.7367,1,0,1,False
trace,2.4333,0.7367,1,0,1,False
bloom,2.4333,0.7367,1,0,1,False
enshrine,2.4333,0.7367,1,0,1,False
mao,2.4333,0.7367,1,0,1,False
scrutiny,2.4333,0.7367,1,0,1,False
scant,2.4333,0.7367,1,0,1,False
wild,2.4333,0.7367,1,0,1,False
poland,2.4333,0.7367,1,0,1,False
convinced,2.4333,0.7367,1,0,1,False
flotilla,2.4333,0.7367,1,0,1,False
vastness,2.4333,0.7367,1,0,1,False
diplomesi,2.4333,0.7367,1,0,1,False
southwest,2.4333,0.7367,1,0,1,False
cultivate,2.4333,0.7367,1,0,1,False
penetrate,2.4333,0.7367,1,0,1,False
checkmate,2.4333,0.7367,1,0,1,False
detection,2.4333,0.7367,1,0,1,False
rape,2.4333,0.7367,1,0,1,False
ring,2.4333,0.7367,1,0,1,False
windows,2.4333,0.7367,1,0,1,False
fashion,2.4333,0.7367,1,0,1,False
sharing,2.4333,0.7367,1,0,1,False
yoav,2.4333,0.7367,1,0,1,False
motivate,2.4333,0.7367,1,0,1,False
abilitypolitically,2.4333,0.7367,1,0,1,False
gdp,2.4333,0.7367,1,0,1,False
haiti,2.4333,0.7367,1,0,1,False
impending,2.4333,0.7367,1,0,1,False
unaware,2.4333,0.7367,1,0,1,False
mula,2.4333,0.7367,1,0,1,False
victor,2.4333,0.7367,1,0,1,False
feldman,2.4333,0.7367,1,0,1,False
corroborate,2.4333,0.7367,1,0,1,False
angry,2.4333,0.7367,1,0,1,False
girl,2.4333,0.7367,1,0,1,False
suitable,2.4333,0.7367,1,0,1,False
daf,2.4333,0.7367,1,0,1,False
imf,2.4333,0.7367,1,0,1,False
devolve,2.4333,0.7367,1,0,1,False
communal,2.4333,0.7367,1,0,1,False
punch,2.4333,0.7367,1,0,1,False
museum,2.4333,0.7367,1,0,1,False
virtuous,2.4333,0.7367,1,0,1,False
load,2.4333,0.7367,1,0,1,False
memi,2.4333,0.7367,1,0,1,False
captivity,2.4333,0.7367,1,0,1,False
experimenter,2.4333,0.7367,1,0,1,False
craft,2.4333,0.7367,1,0,1,False
powerhouse,2.4333,0.7367,1,0,1,False
lifelessness,2.4333,0.7367,1,0,1,False
meretz,2.4333,0.7367,1,0,1,False
paradigm,2.4333,0.7367,1,0,1,False
gallup,2.4333,0.7367,1,0,1,False
enrich,2.4333,0.7367,1,0,1,False
blott,2.4333,0.7367,1,0,1,False
julani,2.4333,0.7367,1,0,1,False
gnaw,2.4333,0.7367,1,0,1,False
contingent,2.4333,0.7367,1,0,1,False
jangle,2.4333,0.7367,1,0,1,False
newsletter,2.4333,0.7367,1,0,1,False
contractor,2.4333,0.7367,1,0,1,False
defendant,2.4333,0.7367,1,0,1,False
psalm,2.4333,0.7367,1,0,1,False
defiance,2.4333,0.7367,1,0,1,False
khmer,2.4333,0.7367,1,0,1,False
azmi,2.4333,0.7367,1,0,1,False
retiner,2.4333,0.7367,1,0,1,False
denuclearization,2.4333,0.7367,1,0,1,False
kamala,2.4333,0.7367,1,0,1,False
traumatic,2.4333,0.7367,1,0,1,False
outreach,2.4333,0.7367,1,0,1,False
remuneration,2.4333,0.7367,1,0,1,False
ladder,2.4333,0.7367,1,0,1,False
dahya,2.4333,0.7367,1,0,1,False
yawning,2.4333,0.7367,1,0,1,False
fan,2.4333,0.7367,1,0,1,False
reluctant,2.4333,0.7367,1,0,1,False
preferable,2.4333,0.7367,1,0,1,False
sparta,2.4333,0.7367,1,0,1,False
morale,2.4333,0.7367,1,0,1,False
peter,2.4333,0.7367,1,0,1,False
buffering,2.4333,0.7367,1,0,1,False
zacharias,2.4333,0.7367,1,0,1,False
creativity,2.4333,0.7367,1,0,1,False
khula,2.4333,0.7367,1,0,1,False
slope,2.4333,0.7367,1,0,1,False
tone,2.4333,0.7367,1,0,1,False
relieve,2.4333,0.7367,1,0,1,False
karabakh,2.4333,0.7367,1,0,1,False
habima,2.4333,0.7367,1,0,1,False
sting,2.4333,0.7367,1,0,1,False
horror,2.4333,0.7367,1,0,1,False
disparagement,2.4333,0.7367,1,0,1,False
multipli,2.4333,0.7367,1,0,1,False
catalyze,2.4333,0.7367,1,0,1,False
compliment,2.4333,0.7367,1,0,1,False
aging,2.4333,0.7367,1,0,1,False
rethink,2.4333,0.7367,1,0,1,False
islamist,2.4333,0.7367,1,0,1,False
attribute,2.4333,0.7367,1,0,1,False
launder,2.4333,0.7367,1,0,1,False
inspirational,2.4333,0.7367,1,0,1,False
chicken,2.4333,0.7367,1,0,1,False
redman,2.4333,0.7367,1,0,1,False
paranoia,2.4333,0.7367,1,0,1,False
slippery,2.4333,0.7367,1,0,1,False
ensemble,2.4333,0.7367,1,0,1,False
hijab,2.4333,0.7367,1,0,1,False
dizzying,2.4333,0.7367,1,0,1,False
glass,2.4333,0.7367,1,0,1,False
rating,2.4333,0.7367,1,0,1,False
symbiote,2.4333,0.7367,1,0,1,False
refute,2.4333,0.7367,1,0,1,False
unexpected,2.4333,0.7367,1,0,1,False
uncomfortable,2.4333,0.7367,1,0,1,False
ashbel,2.4333,0.7367,1,0,1,False
boulevard,2.4333,0.7367,1,0,1,False
campaigning,2.4333,0.7367,1,0,1,False
twitter,2.4333,0.7367,1,0,1,False
barbershop,2.4333,0.7367,1,0,1,False
simi,2.4333,0.7367,1,0,1,False
excited,2.4333,0.7367,1,0,1,False
persecuted,2.4333,0.7367,1,0,1,False
decentralized,2.4333,0.7367,1,0,1,False
attractive,2.4333,0.7367,1,0,1,False
arrival,2.4333,0.7367,1,0,1,False
wok,2.4333,0.7367,1,0,1,False
attach,2.4333,0.7367,1,0,1,False
brainwashed,2.4333,0.7367,1,0,1,False
omri,2.4333,0.7367,1,0,1,False
interpreter,2.4333,0.7367,1,0,1,False
designate,2.4333,0.7367,1,0,1,False
disturb,2.4333,0.7367,1,0,1,False
rennie,2.4333,0.7367,1,0,1,False
mid,2.4333,0.7367,1,0,1,False
inherit,2.4333,0.7367,1,0,1,False
torn,2.4333,0.7367,1,0,1,False
hadash,2.4333,0.7367,1,0,1,False
fid,2.4333,0.7367,1,0,1,False
janine,2.4333,0.7367,1,0,1,False
saturday,2.4333,0.7367,1,0,1,False
wrath,2.4333,0.7367,1,0,1,False
impede,2.4333,0.7367,1,0,1,False
mute,2.4333,0.7367,1,0,1,False
respondent,2.4333,0.7367,1,0,1,False
baqqah,2.4333,0.7367,1,0,1,False
rebellion,2.4333,0.7367,1,0,1,False
premiere,2.4333,0.7367,1,0,1,False
algorithm,2.4333,0.7367,1,0,1,False
alterman,2.4333,0.7367,1,0,1,False
flourishing,2.4333,0.7367,1,0,1,False
animosity,2.4333,0.7367,1,0,1,False
persuade,2.4333,0.7367,1,0,1,False
alternate,2.4333,0.7367,1,0,1,False
middleman,2.4333,0.7367,1,0,1,False
dizengoff,2.4333,0.7367,1,0,1,False
divider,2.4333,0.7367,1,0,1,False
imprisonment,2.4333,0.7367,1,0,1,False
itzik,2.4333,0.7367,1,0,1,False
debut,2.4333,0.7367,1,0,1,False
vigorous,2.4333,0.7367,1,0,1,False
pseudo,2.4333,0.7367,1,0,1,False
switch,2.4333,0.7367,1,0,1,False
comprise,2.4333,0.7367,1,0,1,False
instruct,2.4333,0.7367,1,0,1,False
bridged,2.4333,0.7367,1,0,1,False
leaf,2.4333,0.7367,1,0,1,False
wahhabi,2.4333,0.7367,1,0,1,False
harris,2.4333,0.7367,1,0,1,False
kobi,2.4333,0.7367,1,0,1,False
pen,2.4333,0.7367,1,0,1,False
shalev,2.4333,0.7367,1,0,1,False
affinity,2.4333,0.7367,1,0,1,False
lott,2.4333,0.7367,1,0,1,False
dissipate,2.4333,0.7367,1,0,1,False
despicable,2.4333,0.7367,1,0,1,False
worsen,2.4333,0.7367,1,0,1,False
irrational,2.4333,0.7367,1,0,1,False
uncompromising,2.4333,0.7367,1,0,1,False
tough,2.4333,0.7367,1,0,1,False
relax,2.4333,0.7367,1,0,1,False
underground,2.4333,0.7367,1,0,1,False
netta,2.4333,0.7367,1,0,1,False
leeway,2.4333,0.7367,1,0,1,False
hypocrisy,2.4333,0.7367,1,0,1,False
bleak,2.4333,0.7367,1,0,1,False
proximity,2.4333,0.7367,1,0,1,False
formidable,2.4333,0.7367,1,0,1,False
brent,2.4333,0.7367,1,0,1,False
quell,2.4333,0.7367,1,0,1,False
distinct,2.4333,0.7367,1,0,1,False
container,2.4333,0.7367,1,0,1,False
father,2.4333,0.7367,1,0,1,False
dhenya,2.4333,0.7367,1,0,1,False
soar,2.4333,0.7367,1,0,1,False
continuum,2.4333,0.7367,1,0,1,False
infectious,2.4333,0.7367,1,0,1,False
hubble,2.4333,0.7367,1,0,1,False
adventurous,2.4333,0.7367,1,0,1,False
terrain,2.4333,0.7367,1,0,1,False
jerry,2.4333,0.7367,1,0,1,False
gadi,2.4333,0.7367,1,0,1,False
renounce,2.4333,0.7367,1,0,1,False
inaccuracy,2.4333,0.7367,1,0,1,False
degenerate,2.4333,0.7367,1,0,1,False
glimpse,2.4333,0.7367,1,0,1,False
kitchen,2.4333,0.7367,1,0,1,False
breadwinner,2.4333,0.7367,1,0,1,False
closing,2.4333,0.7367,1,0,1,False
arad,2.4333,0.7367,1,0,1,False
bosnia,2.4333,0.7367,1,0,1,False
dislike,2.4333,0.7367,1,0,1,False
osafiya,2.4333,0.7367,1,0,1,False
occurrence,2.4333,0.7367,1,0,1,False
salam,2.4333,0.7367,1,0,1,False
protocols,2.4333,0.7367,1,0,1,False
buildings,2.4333,0.7367,1,0,1,False
sun,2.4333,0.7367,1,0,1,False
khomeini,2.4333,0.7367,1,0,1,False
closenessbut,2.4333,0.7367,1,0,1,False
fatigue,2.4333,0.7367,1,0,1,False
dichotomy,2.4333,0.7367,1,0,1,False
aerial,2.4333,0.7367,1,0,1,False
amendment,2.4333,0.7367,1,0,1,False
comparative,2.4333,0.7367,1,0,1,False
misrepresentation,2.4333,0.7367,1,0,1,False
minimize,2.4333,0.7367,1,0,1,False
rampage,2.4333,0.7367,1,0,1,False
gavith,2.4333,0.7367,1,0,1,False
noaf,2.4333,0.7367,1,0,1,False
viewer,2.4333,0.7367,1,0,1,False
expatriate,2.4333,0.7367,1,0,1,False
myanmar,2.4333,0.7367,1,0,1,False
advertise,2.4333,0.7367,1,0,1,False
fetch,2.4333,0.7367,1,0,1,False
caprice,2.4333,0.7367,1,0,1,False
wary,2.4333,0.7367,1,0,1,False
asia,2.4333,0.7367,1,0,1,False
twisted,2.4333,0.7367,1,0,1,False
respite,2.4333,0.7367,1,0,1,False
passivity,2.4333,0.7367,1,0,1,False
disavow,2.4333,0.7367,1,0,1,False
dog,2.4333,0.7367,1,0,1,False
drug,2.4333,0.7367,1,0,1,False
preposterous,2.4333,0.7367,1,0,1,False
fruit,2.4333,0.7367,1,0,1,False
enrichment,2.4333,0.7367,1,0,1,False
embezzlement,2.4333,0.7367,1,0,1,False
lexicon,2.4333,0.7367,1,0,1,False
memorize,2.4333,0.7367,1,0,1,False
liar,2.4333,0.7367,1,0,1,False
spring,2.4333,0.7367,1,0,1,False
cleric,2.4333,0.7367,1,0,1,False
aleppo,2.4333,0.7367,1,0,1,False
examination,2.4333,0.7367,1,0,1,False
boost,2.4333,0.7367,1,0,1,False
overextending,2.4333,0.7367,1,0,1,False
insert,2.4333,0.7367,1,0,1,False
tangled,2.4333,0.7367,1,0,1,False
flee,2.4333,0.7367,1,0,1,False
female,2.4333,0.7367,1,0,1,False
graduate,2.4333,0.7367,1,0,1,False
derogate,2.4333,0.7367,1,0,1,False
eisenhower,2.4333,0.7367,1,0,1,False
compatible,2.4333,0.7367,1,0,1,False
sadat,2.4333,0.7367,1,0,1,False
cacophony,2.4333,0.7367,1,0,1,False
literacy,2.4333,0.7367,1,0,1,False
miloevi,2.4333,0.7367,1,0,1,False
inferior,2.4333,0.7367,1,0,1,False
hug,2.4333,0.7367,1,0,1,False
oecd,2.4333,0.7367,1,0,1,False
recruitment,2.4333,0.7367,1,0,1,False
chilling,2.4333,0.7367,1,0,1,False
needle,2.4333,0.7367,1,0,1,False
turnaround,2.4333,0.7367,1,0,1,False
festival,2.4333,0.7367,1,0,1,False
splitting,2.4333,0.7367,1,0,1,False
beautiful,2.4333,0.7367,1,0,1,False
concentration,2.4333,0.7367,1,0,1,False
coffin,2.4333,0.7367,1,0,1,False
generalized,2.4333,0.7367,1,0,1,False
despise,2.4333,0.7367,1,0,1,False
mosaic,2.4333,0.7367,1,0,1,False
paralyzing,2.4333,0.7367,1,0,1,False
reassembly,2.4333,0.7367,1,0,1,False
volunteerism,2.4333,0.7367,1,0,1,False
outlaw,2.4333,0.7367,1,0,1,False
europeans,2.4333,0.7367,1,0,1,False
length,2.4333,0.7367,1,0,1,False
referendum,2.4333,0.7367,1,0,1,False
winter,2.4333,0.7367,1,0,1,False
surreal,2.4333,0.7367,1,0,1,False
inferiority,2.4333,0.7367,1,0,1,False
unresolvable,2.4333,0.7367,1,0,1,False
archive,2.4333,0.7367,1,0,1,False
authorise,2.4333,0.7367,1,0,1,False
mow,2.4333,0.7367,1,0,1,False
espionage,2.4333,0.7367,1,0,1,False
torch,2.4333,0.7367,1,0,1,False
immobilize,2.4333,0.7367,1,0,1,False
yad,2.4333,0.7367,1,0,1,False
invasive,2.4333,0.7367,1,0,1,False
homeowner,2.4333,0.7367,1,0,1,False
merkel,2.4333,0.7367,1,0,1,False
slingshot,2.4333,0.7367,1,0,1,False
gospel,2.4333,0.7367,1,0,1,False
belligerent,2.4333,0.7367,1,0,1,False
perseverance,2.4333,0.7367,1,0,1,False
crushed,2.4333,0.7367,1,0,1,False
crescent,2.4333,0.7367,1,0,1,False
shore,2.4333,0.7367,1,0,1,False
concealment,2.4333,0.7367,1,0,1,False
disgusting,2.4333,0.7367,1,0,1,False
longtime,2.4333,0.7367,1,0,1,False
altruism,2.4333,0.7367,1,0,1,False
soften,2.4333,0.7367,1,0,1,False
samuel,2.4333,0.7367,1,0,1,False
bari,2.4333,0.7367,1,0,1,False
swarm,2.4333,0.7367,1,0,1,False
deri,2.4333,0.7367,1,0,1,False
allegiance,2.4333,0.7367,1,0,1,False
outburst,2.4333,0.7367,1,0,1,False
forces,2.4333,0.7367,1,0,1,False
plenum,2.4333,0.7367,1,0,1,False
enlist,2.4333,0.7367,1,0,1,False
teenager,2.4333,0.7367,1,0,1,False
condense,2.4333,0.7367,1,0,1,False
principality,2.4333,0.7367,1,0,1,False
enlistment,2.4333,0.7367,1,0,1,False
monster,2.4333,0.7367,1,0,1,False
indulge,2.4333,0.7367,1,0,1,False
majal,2.4333,0.7367,1,0,1,False
populationand,2.4333,0.7367,1,0,1,False
croatia,2.4333,0.7367,1,0,1,False
epicenter,2.4333,0.7367,1,0,1,False
revoke,2.4333,0.7367,1,0,1,False
frontal,2.4333,0.7367,1,0,1,False
balata,2.4333,0.7367,1,0,1,False
acid,2.4333,0.7367,1,0,1,False
multiplier,2.4333,0.7367,1,0,1,False
classical,2.4333,0.7367,1,0,1,False
desert,2.4333,0.7367,1,0,1,False
assertive,2.4333,0.7367,1,0,1,False
volunteering,2.4333,0.7367,1,0,1,False
schedule,2.4333,0.7367,1,0,1,False
shame,2.4333,0.7367,1,0,1,False
rack,2.4333,0.7367,1,0,1,False
promiscuity,2.4333,0.7367,1,0,1,False
inexhaustible,2.4333,0.7367,1,0,1,False
hind,2.4333,0.7367,1,0,1,False
mapainiks,2.4333,0.7367,1,0,1,False
conversion,2.4333,0.7367,1,0,1,False
wasteland,2.4333,0.7367,1,0,1,False
vest,2.4333,0.7367,1,0,1,False
fusion,2.4333,0.7367,1,0,1,False
faded,2.4333,0.7367,1,0,1,False
frozen,2.4333,0.7367,1,0,1,False
sayyid,2.4333,0.7367,1,0,1,False
trustworthy,2.4333,0.7367,1,0,1,False
decoration,2.4333,0.7367,1,0,1,False
favorite,2.4333,0.7367,1,0,1,False
oath,2.4333,0.7367,1,0,1,False
rethinking,2.4333,0.7367,1,0,1,False
philadelphi,2.4333,0.7367,1,0,1,False
